Date,0
2015-01-02,1000000.0
2015-01-05,1000000.0
2015-01-06,1000000.0
2015-01-07,1000000.0
2015-01-08,1000000.0
2015-01-09,1000000.0
2015-01-12,1000000.0
2015-01-13,1000000.0
2015-01-14,1000000.0
2015-01-15,1000000.0
2015-01-16,1000000.0
2015-01-20,1000000.0
2015-01-21,1000000.0
2015-01-22,1000000.0
2015-01-23,1000000.0
2015-01-26,1000000.0
2015-01-27,1000000.0
2015-01-28,1000000.0
2015-01-29,1000000.0
2015-01-30,1000000.0
2015-02-02,1000000.0
2015-02-03,1000000.0
2015-02-04,1000000.0
2015-02-05,1000000.0
2015-02-06,1000000.0
2015-02-09,1000000.0
2015-02-10,1000000.0
2015-02-11,1000000.0
2015-02-12,1000000.0
2015-02-13,1000000.0
2015-02-17,1000000.0
2015-02-18,1000000.0
2015-02-19,1000000.0
2015-02-20,1000000.0
2015-02-23,1000000.0
2015-02-24,1000000.0
2015-02-25,1000000.0
2015-02-26,1000000.0
2015-02-27,1000000.0
2015-03-02,1000000.0
2015-03-03,1000000.0
2015-03-04,1000000.0
2015-03-05,1000000.0
2015-03-06,1000000.0
2015-03-09,1000000.0
2015-03-10,1000000.0
2015-03-11,1000000.0
2015-03-12,1000000.0
2015-03-13,1000000.0
2015-03-16,1000000.0
2015-03-17,1000000.0
2015-03-18,1000000.0
2015-03-19,1000000.0
2015-03-20,1000000.0
2015-03-23,1000000.0
2015-03-24,1000000.0
2015-03-25,1000000.0
2015-03-26,1000000.0
2015-03-27,1000000.0
2015-03-30,1000000.0
2015-03-31,999000.0
2015-04-01,999869.9348507518
2015-04-02,1000898.1689950929
2015-04-06,1009564.8874026448
2015-04-07,1009232.2223727952
2015-04-08,1007468.3979556867
2015-04-09,1013807.9484439881
2015-04-10,1016244.8651783576
2015-04-13,1011500.1010294291
2015-04-14,1019007.5855296055
2015-04-15,1030403.8500418966
2015-04-16,1028862.0132903443
2015-04-17,1023217.895917506
2015-04-20,1026983.1932441302
2015-04-21,1020826.7504499231
2015-04-22,1023771.2973028355
2015-04-23,1026997.4158201105
2015-04-24,1027931.005379794
2015-04-27,1030554.2185771577
2015-04-28,1032748.6323336673
2015-04-29,1035222.1941930495
2015-04-30,1031274.0011505075
2015-05-01,1042470.0501461994
2015-05-04,1041368.5023566765
2015-05-05,1029516.2229991646
2015-05-06,1026834.1094268829
2015-05-07,1026390.4490701639
2015-05-08,1041120.6775582464
2015-05-11,1031428.5653054571
2015-05-12,1028765.8873376222
2015-05-13,1025304.9400571554
2015-05-14,1030284.3609343157
2015-05-15,1036084.1505984355
2015-05-18,1036149.4831415305
2015-05-19,1029456.436809141
2015-05-20,1029499.4310291505
2015-05-21,1035279.2887900182
2015-05-22,1033049.2950932384
2015-05-26,1020823.9632793297
2015-05-27,1024983.6781339234
2015-05-28,1023936.5905310762
2015-05-29,1018979.629986101
2015-06-01,1019226.4866591123
2015-06-02,1023401.1924928026
2015-06-03,1024066.2060403638
2015-06-04,1012980.9081628572
2015-06-05,1012830.9594564568
2015-06-08,1007320.9169476199
2015-06-09,1007126.1780051341
2015-06-10,1018207.3212337128
2015-06-11,1018646.76480898
2015-06-12,1011289.0729405514
2015-06-15,1006834.4083732505
2015-06-16,1013231.5978656687
2015-06-17,1015357.8200679263
2015-06-18,1022046.8380314212
2015-06-19,1015404.3616795383
2015-06-22,1022710.9243287147
2015-06-23,1024230.0219147909
2015-06-24,1015398.8594065149
2015-06-25,1011418.431388728
2015-06-26,1012584.9386819483
2015-06-29,990711.7183209403
2015-06-30,995513.9204928983
2015-07-01,996901.6140982202
2015-07-02,996710.8526441321
2015-07-06,988957.3404143162
2015-07-07,993730.4059149715
2015-07-08,973474.5692094777
2015-07-09,977456.258094167
2015-07-10,988534.3962248641
2015-07-13,999209.6378724206
2015-07-14,1003882.9573014278
2015-07-15,995040.3070739055
2015-07-16,996686.1417191775
2015-07-17,989782.5439641211
2015-07-20,982807.8854049017
2015-07-21,979900.9714793353
2015-07-22,977433.0555678682
2015-07-23,970490.1983585774
2015-07-24,957193.3290141248
2015-07-27,946676.5558073894
2015-07-28,964747.0534085508
2015-07-29,974762.29196964
2015-07-30,975300.8674215422
2015-07-31,967065.7388855914
2015-08-03,966176.593763531
2015-08-04,967377.9574212498
2015-08-05,969398.20976485
2015-08-06,955549.6493249901
2015-08-07,952988.9447101179
2015-08-10,959321.2033818738
2015-08-11,952605.6193414321
2015-08-12,951625.7444491396
2015-08-13,951479.4028144374
2015-08-14,953583.0870085488
2015-08-17,960146.8883146853
2015-08-18,958373.9557103998
2015-08-19,953565.3735865483
2015-08-20,934360.0962757778
2015-08-21,906360.9308790908
2015-08-24,870930.3646240245
2015-08-25,864626.5232949117
2015-08-26,896256.4451837828
2015-08-27,913461.4751207958
2015-08-28,911215.991339893
2015-08-31,900023.6411452503
2015-09-01,874564.6020097594
2015-09-02,884905.7904949123
2015-09-03,888048.6164734241
2015-09-04,874921.4129235158
2015-09-08,895336.9797991494
2015-09-09,884316.4039912306
2015-09-10,886060.2854316504
2015-09-11,891769.9186789916
2015-09-14,890268.091958486
2015-09-15,899201.2657063368
2015-09-16,907525.0951968578
2015-09-17,908223.1159921918
2015-09-18,895842.6032869371
2015-09-21,903082.2872924273
2015-09-22,891516.7104552954
2015-09-23,891637.5977038562
2015-09-24,891150.5051371197
2015-09-25,898349.2765107284
2015-09-28,881301.1052326174
2015-09-29,880925.5682564459
2015-09-30,897977.5623171404
2015-10-01,896668.3490245078
2015-10-02,909042.7058384464
2015-10-05,922623.4194336017
