Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2015-01-31,,,,,,,,,,,
2015-02-28,,,,,,,,,,,
2015-03-31,,,,,,,,,,,
2015-04-30,1.1307901948136292,,1.2733853950906577,0.7480145265091462,0.21590304865081927,0.7153420428135657,0.07008587368317215,,-1.6404883890435258,0.11690379295180552,1.0014430984260683
2015-05-31,0.20520094457736032,,0.7156709551106724,0.4904489687721227,-0.08961500867037542,0.03525244514269876,-0.2063995824898529,,-0.19375409090686124,0.4390942585573819,0.3392734938513698
2015-06-30,0.38662012314211064,,0.5141752392904883,0.26948371588024306,-0.11033191926336128,0.13176871117123545,-0.3437155578831277,,-0.7809060470120774,0.37265165134294953,0.5491172373776965
2015-07-31,-1.2557212148144892,,-0.8851784303893528,0.3853702015699464,-0.47491086360182416,-0.1472274787396618,0.4785697237963207,,-0.24136436893657684,0.45122400513843103,0.7466765432114935
2015-08-31,-2.8011030445034204,,-1.9614877192290014,-1.2940893720913458,-1.96683974904911,-1.924718189331296,-1.5051575060016624,,-1.2195394804810888,-2.610083237615523,-1.1173452967492827
2015-09-30,-3.5678111262970122,,-2.211915379299412,-2.2265451360881814,-2.340818069678927,-2.150406596401418,-2.027038030587559,,-0.2567406679181405,-4.366401174641264,-1.8592898889919134
2015-10-31,-0.6977312692875866,,-0.2460145866935207,-0.7045221676016286,-0.33885610570648395,0.07738861894063245,-0.5600676078001763,,-0.17734761960415,-2.559512582215296,-0.015844784580941573
2015-11-30,0.7238945888584006,,0.11721541211719813,0.592394130834069,0.910714929664811,0.9440615843480717,0.593369266965949,,-0.10050729168268122,-0.5184396840806111,0.9704618937995269
2015-12-31,0.2937729856783377,,-0.47292564042838303,0.1214455795984313,0.5821827852635395,0.7105914128782647,0.6816360002239168,,0.07075132946399743,0.4196267685582538,0.3049507830027649
2016-01-31,-2.650601999440651,,-2.139730432066584,-1.9727705813686895,-1.7815113888982483,-1.7174890191171743,-0.8828532061044692,-1.2239964915639145,0.31820053439060025,-2.300060583693949,-1.5765430268769847
2016-02-29,-2.3826806499152875,,-2.352854892944701,-2.5567475180943893,-1.38173415037077,-1.5677625879344315,-0.1385543374690436,-1.5111725345212954,0.9649943544361564,-2.134359697882968,-1.7757369574061284
2016-03-31,-0.17790458980050144,,-0.047561650072587336,-0.9402448491115956,0.4099086514778718,0.22105758015024157,0.9791725339627317,0.293877895946206,2.1757476976130024,-1.5170609713694718,0.1793292376917659
2016-04-30,2.6903577852715,,1.4296059239150125,0.9238568886243144,1.86243298368173,0.5232259692658416,0.5544393017993207,1.276221999754871,1.0152784457868425,0.5318956855388559,1.2778444624838188
2016-05-31,1.082862657509506,,1.494697640975477,1.0880807252675115,0.798376738248018,0.6925203137070042,0.15322495125491156,0.7535079954110899,0.8723463636110343,0.8717707888206581,0.6710411867865539
2016-06-30,-0.2602658521694404,,0.9696819381242957,-0.7443460106127121,-0.472110470021306,-0.6475153710960587,0.4296161622504187,1.1214912766676384,1.2014526046830776,0.2176413720301336,-0.36567108745102983
2016-07-31,-0.259791757824802,,0.044997068046103456,-0.6027486487874101,-0.1713917170046938,0.893049465441009,0.681120177581912,1.7106192510577172,1.3107559103649336,0.8926565346645329,0.14226064519205267
2016-08-31,1.0325651169210346,,0.5460987807509811,0.9388620144094721,1.1627762200578506,1.5159007893461434,0.9128320152846638,1.1593033238398482,-0.02331758517269278,0.6340328873346541,0.8429898196574163
2016-09-30,0.4764192749014107,,0.23297247869374457,0.7047015309683832,0.5227476885163913,1.3015970505887184,-0.9231143480074777,-0.45858792493190365,-1.5965297376168632,-0.15899719917341884,0.4297503618363402
2016-10-31,0.026280478228701054,,0.6522645519670941,0.7760983034472057,0.3625863533421654,0.8204610929187147,-0.31084152912738916,-1.297872177683943,-0.8696990211978216,-1.915404789631917,0.10572489711085964
2016-11-30,0.8249148185056403,,0.7056098747462324,0.9462686694095963,0.852701945795223,0.2645582577559174,-1.64166454427816,-1.5426413003194994,-1.6175164653910996,-1.611533648637617,0.5047333886917889
2016-12-31,1.182910297875273,,0.7735972108024975,2.408393619753971,1.2766606417618243,0.36079707523475263,-0.4552297906032783,-0.5871920337051265,-0.4342280909603084,-0.4411684832527004,0.5345527686053465
2017-01-31,1.778827307398048,,1.2196079179040182,2.073947635711541,1.795215583639225,1.2488934069210145,0.4710525637002338,0.6390158702636302,0.6198419525861792,0.8990373396448221,1.7010996832695655
2017-02-28,1.1843948528903168,,0.5783238815972052,1.1245262414807389,1.1047216726683755,1.8088676539719237,1.8208901925259442,1.5837938185950484,1.777486913312842,1.645056794309893,1.3086919847710639
2017-03-31,0.9590782514345892,,-0.010380344405028774,0.2461380815013463,0.8053340921047822,1.7029216768831783,1.6842789422312745,0.9786786200266069,0.9667898857768685,1.7092060911823213,1.542942860942627
2017-04-30,0.5043001410353405,,0.19055351194231784,-0.18355275022443593,0.6673685005241861,1.4316516638997394,1.7056966640938533,1.2287975466108985,1.7003693497072754,2.006302879703817,1.3324618215960435
2017-05-31,0.34696818399662144,,-0.06811027292481286,-0.8225320808251861,0.47023096945750653,1.1234844081122575,1.0235646205710682,0.6534312755493541,1.464482175385311,0.660588336568064,1.0745074900441287
2017-06-30,0.8599726563109721,,-0.012338560797466092,0.771259316259203,1.0413817524956055,0.38580580467353376,0.536827532482632,1.1439313154220436,0.7380006377974322,1.5351134517138145,0.7487599645610311
